Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
AWR,American States Water Co.,Utilities,"8,464.0%",0.01878544423,8.9%,7.6%,$1.58,"$3,129.68",32,59.4%,,$99.64,76.91
AX,Axos Financial Inc.,Financial Services,"3,664.0%",0,N/A,N/A,$0.00,"$2,174.77",8,0.0%,,$51.46,33.15
BTAI,BioXcel Therapeutics Inc,Healthcare,"1,884.0%",0,N/A,N/A,$0.00,$549.37,0,N/A,,$34.13,10
BTU,Peabody Energy Corp.,Energy,"2,069.0%",0.003624939728,N/A,N/A,$0.08,"$2,993.84",2,0.7%,,$32.78,17.36
BUSE,First Busey Corp.,Financial Services,"1,980.0%",0.04627220006,4.3%,3.7%,$0.92,"$1,094.95",8,37.7%,0.7,$27.02,16.26
BV,BrightView Holdings Inc,Industrials,691.0%,0,N/A,N/A,$0.00,$646.09,0,N/A,,$13.27,5.16
BVH,Bluegreen Vacations Holding Corporation,N/A,"3,315.0%",0.02094179213,N/A,N/A,$0.69,$443.34,0,N/A,,$35.00,15.93
BVS,Bioventus Inc,N/A,299.0%,0,N/A,N/A,$0.00,$186.84,0,N/A,,$9.31,0.7999
BW,Babcock & Wilcox Enterprises Inc,Industrials,634.0%,0,N/A,N/A,$0.00,$562.69,N/A,0.0%,,$8.66,3.89
BWB,Bridgewater Bancshares Inc,Financial Services,"1,013.0%",0,N/A,N/A,$0.00,$282.98,0,N/A,,$20.20,7.9
BWFG,Bankwell Financial Group Inc,Financial Services,"2,468.0%",0.03171384898,0.0%,9.0%,$0.78,$193.58,0,N/A,0.6,$33.12,20.83
BXC,Bluelinx Hldgs Inc,Industrials,"8,965.0%",0,N/A,N/A,$0.00,$814.83,5,0.0%,,$95.29,57.5
BXMT,Blackstone Mortgage Trust Inc,Real Estate,"1,940.0%",0.1278350515,0.0%,0.0%,$2.97,"$3,342.36",13,191.4%,,$28.79,16.37
BY,Byline Bancorp Inc,Financial Services,"1,821.0%",0.01964327241,N/A,N/A,$0.36,$686.69,8,14.9%,,$25.78,16.32
BYND,Beyond Meat Inc,Consumer Defensive,"1,291.0%",0,N/A,N/A,$0.00,$829.17,N/A,0.0%,,$44.59,9.82
BZH,Beazer Homes USA Inc.,Consumer Cyclical,"2,252.0%",0,N/A,N/A,$0.00,$705.94,4,0.0%,,$23.38,9.47
CAC,Camden National Corp.,Financial Services,"3,278.0%",0.04878543992,5.0%,7.0%,$1.60,$478.35,8,40.9%,0.5,$46.99,28.23
CADE,Cadence Bank,Financial Services,"1,914.0%",0.04681415876,6.8%,9.4%,$0.90,"$1,964.65",5,39.6%,,$28.52,16.76
CAKE,Cheesecake Factory Inc.,Consumer Cyclical,"3,235.0%",0.03338485317,N/A,N/A,$1.06,"$1,661.19",35,110.7%,1.2,$40.31,25.03
CAL,Caleres Inc,Consumer Cyclical,"2,419.0%",0.01151990659,0.0%,0.0%,$0.28,$877.43,6,6.1%,,$30.74,16.8
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,"4,442.0%",0.1096752951,N/A,N/A,$4.87,"$1,962.73",3,31.3%,0.2,$58.66,42.16
CALX,Calix Inc,Technology,"4,858.0%",0,N/A,N/A,$0.00,"$3,216.00",76,0.0%,,$77.44,33.18
CANO,Cano Health Inc,N/A,133.0%,0,N/A,N/A,$0.00,$370.97,0,N/A,,$9.75,0.7621
CARA,Cara Therapeutics Inc,Healthcare,348.0%,0,N/A,N/A,$0.00,$187.86,N/A,0.0%,,$12.98,2.94
CARE,Carter Bankshares Inc,Financial Services,"1,520.0%",0,N/A,N/A,$0.00,$363.94,0,N/A,,$18.84,12.35
CARG,CarGurus Inc,Communication Services,"2,061.0%",0,N/A,N/A,$0.00,"$2,005.75",7,0.0%,,$26.43,9.14
CARS,Cars.com,Consumer Cyclical,"1,858.0%",0,N/A,N/A,$0.00,"$1,239.69",51,0.0%,,$20.42,9.06
CASA,Casa Systems Inc,Technology,142.0%,0,N/A,N/A,$0.00,$137.34,N/A,0.0%,,$4.88,1
CASH,Pathward Financial Inc,Financial Services,"4,494.0%",0.00443991951,0.0%,-19.7%,$0.20,"$1,209.46",10,4.4%,1.2,$52.55,30.98
CASS,Cass Information Systems Inc,Industrials,"4,002.0%",0.02898550725,3.6%,2.2%,$1.13,$548.93,16,46.4%,0.7,$50.41,31.38
CATC,Cambridge Bancorp,Financial Services,"5,786.0%",0.04631870031,N/A,N/A,$2.55,$453.28,0,N/A,0.7,$89.69,43.37
CATO,Cato Corp.,Consumer Cyclical,820.0%,0.08049267502,N/A,N/A,$0.66,$151.53,N/A,N/A,,$12.70,7.75
CATY,Cathay General Bancorp,Financial Services,"3,149.0%",0.04223487423,0.0%,7.2%,$1.33,"$2,284.15",6,25.8%,1.0,$45.56,26.64
CBAN,"Colony Bankcorp, Inc.",Financial Services,960.0%,0.0442179313,2.3%,17.1%,$0.42,$168.89,0,N/A,0.6,$15.41,8.38
CBL,"CBL& Associates Properties, Inc.",Real Estate,"2,152.0%",0.06557331493,N/A,N/A,$1.41,$689.95,N/A,N/A,,$28.56,19.22
CBNK,Capital Bancorp Inc,Financial Services,"1,790.0%",0.01330444589,N/A,N/A,$0.24,$251.24,0,N/A,0.7,$27.07,15.2
CBRL,Cracker Barrel Old Country Store Inc,Consumer Cyclical,"9,046.0%",0.05748397082,N/A,N/A,$5.11,"$2,003.91",21,120.5%,,$119.83,77.77
CBT,Cabot Corp.,Basic Materials,"6,392.0%",0.0234405791,8.1%,3.9%,$1.50,"$3,588.88",11,26.9%,,$83.26,59.57
CBU,"Community Bank System, Inc.",Financial Services,"4,682.0%",0.03759077317,2.3%,3.0%,$1.74,"$2,515.58",17,64.4%,,$70.62,43.89
CBZ,Cbiz Inc,Industrials,"5,284.0%",0,N/A,N/A,$0.00,"$2,662.10",22,0.0%,,$54.61,38.65
CCB,Coastal Financial Corp,Financial Services,"3,750.0%",0,N/A,N/A,$0.00,$497.74,0,N/A,,$54.53,29.91
CCBG,"Capital City Bank Group, Inc.",Financial Services,"3,100.0%",0.02230186989,12.5%,14.9%,$0.69,$527.67,11,25.2%,0.5,$36.41,25.64
CCCC,C4 Therapeutics Inc,N/A,289.0%,0,N/A,N/A,$0.00,$141.79,0,N/A,,$13.24,2.76
CCF,Chase Corp.,Basic Materials,"12,195.0%",0.008200082001,N/A,N/A,$1.00,"$1,159.16",0,N/A,,$131.82,74.22
CCNE,CNB Financial Corp (PA),Financial Services,"1,777.0%",0.03859847159,0.0%,0.6%,$0.69,$374.28,6,21.8%,0.8,$27.36,16.15
CCO,Clear Channel Outdoor Holdings Inc.,Communication Services,127.0%,0,N/A,N/A,$0.00,$613.21,N/A,0.0%,,$2.14,0.9069
CCOI,Cogent Communications Holdings Inc,Communication Services,"6,447.0%",0.05801147821,6.3%,11.6%,$3.56,"$3,114.55",307,"1,658.6%",0.6,$72.79,44
CCRN,"Cross Country Healthcares, Inc.",Industrials,"2,650.0%",0,N/A,N/A,$0.00,$952.22,6,0.0%,,$40.12,19.14
CCS,Century Communities Inc,Consumer Cyclical,"7,105.0%",0.01207068382,N/A,N/A,$0.86,"$2,275.05",5,6.7%,,$72.08,39.94
CCSI,Consensus Cloud Solutions Inc,N/A,"2,957.0%",0,N/A,N/A,$0.00,$581.34,8,0.0%,,$65.68,29.35
CDE,Coeur Mining Inc,Basic Materials,276.0%,0,N/A,N/A,$0.00,$919.18,N/A,0.0%,,$4.55,2.54
CDLX,Cardlytics Inc,Communication Services,578.0%,0,N/A,N/A,$0.00,$195.99,N/A,0.0%,,$27.17,2.57
CDMO,Avid Bioservices Inc,Healthcare,"1,334.0%",0,N/A,N/A,$0.00,$836.81,"1,494",0.0%,,$21.05,11.34
CDNA,Caredx Inc,Healthcare,788.0%,0,N/A,N/A,$0.00,$423.89,0,N/A,,$27.33,6.22
CDRE,Cadre Holdings Inc,N/A,"2,039.0%",0.01561134333,N/A,N/A,$0.32,$766.38,0,N/A,,$31.27,16.52
CDXS,Codexis Inc.,Healthcare,280.0%,0,N/A,N/A,$0.00,$186.95,0,N/A,,$13.03,2.19
CEIX,Consol Energy Inc,Energy,"6,550.0%",0.04845291058,N/A,N/A,$3.17,"$2,275.92",3,16.2%,,$75.57,36.83
CELH,Celsius Holdings Inc,Consumer Defensive,"15,010.0%",0,N/A,N/A,$0.00,"$11,407.60",N/A,0.0%,,$153.46,61.62
CELL,PhenomeX Inc,N/A,55.4%,0,N/A,N/A,$0.00,$54.76,0,N/A,,$5.95,0.4985
CELU,Celularity Inc,N/A,67.0%,0,N/A,N/A,$0.00,$120.96,0,N/A,,$4.45,0.4
CENN,Cenntro Electric Group Limited,N/A,30.0%,0,N/A,N/A,$0.00,$78.29,N/A,0.0%,,$1.87,0.26
CENT,Central Garden & Pet Co.,Consumer Defensive,"3,774.0%",0,N/A,N/A,$0.00,"$1,887.80",17,0.0%,,$45.89,35.6
CENTA,Central Garden & Pet Co.,Consumer Defensive,"3,548.0%",0,N/A,N/A,$0.00,"$1,887.80",0,N/A,,$43.17,33.69
CENX,Century Aluminum Co.,Basic Materials,878.0%,0,N/A,N/A,$0.00,$810.60,N/A,0.0%,,$12.97,5.27
CERE,Cerevel Therapeutics Holdings Inc,N/A,"3,236.0%",0,N/A,N/A,$0.00,"$5,075.12",0,N/A,,$41.46,22.63
CERS,Cerus Corp.,Healthcare,240.0%,0,N/A,N/A,$0.00,$433.33,N/A,0.0%,,$5.95,1.76
CEVA,Ceva Inc.,Technology,"2,323.0%",0,N/A,N/A,$0.00,$543.95,N/A,0.0%,,$39.20,20.52
CFB,Crossfirst Bankshares Inc,Financial Services,"1,022.0%",0,N/A,N/A,$0.00,$496.70,0,N/A,,$14.79,9.29
CFFN,Capitol Federal Financial,Financial Services,609.0%,0.05325161864,0.0%,0.0%,$0.32,$829.21,12,61.5%,0.7,$9.29,5.25
CGEM,Cullinan Oncology Inc,N/A,"1,242.0%",0,N/A,N/A,$0.00,$488.86,0,N/A,,$15.89,7.78
CHCO,City Holding Co.,Financial Services,"9,028.0%",0.02780109624,8.3%,7.2%,$2.51,"$1,361.23",13,35.8%,0.4,$100.81,75.19
CHCT,Community Healthcare Trust Inc,Real Estate,"3,165.0%",0.05687203791,2.3%,2.3%,$1.75,$832.54,127,635.7%,,$42.86,29.3
CHEF,Chefs` Warehouse Inc,Consumer Defensive,"3,319.0%",0,N/A,N/A,$0.00,"$1,312.41",47,0.0%,,$42.16,28.7
CHGG,Chegg Inc,Consumer Defensive,887.0%,0,N/A,N/A,$0.00,"$1,061.88",4,0.0%,,$30.05,8.72
CHRD,Chord Energy Corp,N/A,"14,675.0%",0.03341577529,N/A,N/A,$4.90,"$6,097.45",4,11.1%,1.0,$160.52,89.39
CHRS,Coherus Biosciences Inc,Healthcare,399.0%,0,N/A,N/A,$0.00,$321.41,N/A,0.0%,,$14.11,3.6
CHS,"Chico`s Fas, Inc.",Consumer Cyclical,532.0%,0,N/A,N/A,$0.00,$656.78,6,0.0%,,$7.31,4.33
CHUY,Chuy`s Holdings Inc,Consumer Cyclical,"3,986.0%",0,N/A,N/A,$0.00,$719.29,0,N/A,,$43.17,18.98
CHX,ChampionX Corporation,N/A,"2,835.0%",0.01088775118,N/A,N/A,$0.31,"$5,612.56",31,34.9%,,$33.55,16.49
CIFR,Cipher Mining Inc,N/A,290.0%,0,N/A,N/A,$0.00,$721.92,0,N/A,,$3.32,0.3818
CIM,Chimera Investment Corp,Real Estate,548.0%,0.1313868613,-30.3%,-14.4%,$0.96,"$1,271.89",N/A,N/A,,$9.45,4.48
CIO,City Office REIT Inc,Real Estate,518.0%,0.07722007722,0.0%,-3.2%,$0.96,$206.88,N/A,N/A,,$13.23,4.03
CIR,Circor International Inc,Industrials,"4,794.0%",0,N/A,N/A,$0.00,$977.52,24,0.0%,,$48.13,13.26
CISO,CISO Global Inc,N/A,18.9%,0,N/A,N/A,$0.00,$29.23,0,N/A,,$5.24,0.1717
CIVB,Civista Bancshares Inc,Financial Services,"1,719.0%",0.03253853117,7.1%,10.8%,$0.56,$271.06,6,19.6%,0.6,$23.66,13.75
CIVI,Civitas Resources Inc,N/A,"6,484.0%",0.05445400714,N/A,N/A,$3.53,"$5,215.53",4,22.1%,,$73.16,41.47
CIX,"Compx International, Inc.",Industrials,"2,205.0%",0.04399526543,-85.7%,38.0%,$0.97,$271.37,12,54.5%,0.6,$25.34,15.17
CLAR,Clarus Corp,Consumer Cyclical,803.0%,0.01235654399,0.0%,0.0%,$0.10,$298.64,N/A,N/A,1.5,$28.91,6.8
CLBK,"Columbia Financial, Inc",Financial Services,"1,741.0%",0,N/A,N/A,$0.00,"$1,842.15",22,0.0%,,$22.86,14.11
CLDT,Chatham Lodging Trust,Real Estate,909.0%,0.007648319239,-36.4%,-8.6%,$0.07,$444.10,69,53.1%,,$14.28,9.05
CLDX,Celldex Therapeutics Inc.,Healthcare,"3,549.0%",0,N/A,N/A,$0.00,"$1,676.99",N/A,0.0%,,$48.40,21.65
CLFD,Clearfield Inc,Technology,"4,585.0%",0,N/A,N/A,$0.00,$699.38,13,0.0%,,$134.90,30
CLNE,Clean Energy Fuels Corp,Energy,456.0%,0,N/A,N/A,$0.00,"$1,016.46",N/A,0.0%,,$8.58,3.84
CLOV,Clover Health Investments Corp,N/A,88.7%,0,N/A,N/A,$0.00,$349.42,0,N/A,,$3.55,0.7078
CLPR,Clipper Realty Inc,Real Estate,570.0%,0.06666666667,0.0%,0.0%,$0.37,$91.56,0,N/A,,$8.69,4.94
CLSK,Cleanspark Inc,Technology,459.0%,0,N/A,N/A,$0.00,$517.23,0,N/A,,$6.84,1.74
CLW,Clearwater Paper Corp,Basic Materials,"2,940.0%",0,N/A,N/A,$0.00,$497.34,9,0.0%,,$46.48,29.22
CMAX,CareMax Inc,N/A,339.5%,0,N/A,N/A,$0.00,$378.12,0,N/A,,$8.47,2.14
CMBM,Cambium Networks Corp,Technology,"1,450.0%",0,N/A,N/A,$0.00,$397.37,0,N/A,,$24.19,12.65
CMC,Commercial Metals Co.,Basic Materials,"5,150.0%",0.01198271784,14.3%,5.9%,$0.62,"$6,014.50",6,7.1%,,$57.90,31.16
CMCO,Columbus Mckinnon Corp.,Industrials,"4,028.0%",0.006929902919,0.0%,7.0%,$0.28,"$1,157.09",24,16.6%,,$42.22,23.39
CMLS,Cumulus Media Inc.,Communication Services,340.0%,0,N/A,N/A,$0.00,$60.70,0,N/A,,$10.18,2.57
CMP,Compass Minerals International Inc,Basic Materials,"3,347.0%",0.01792650134,0.0%,-26.9%,$0.60,"$1,376.93",N/A,N/A,,$47.29,28.77
CMPO,CompoSecure Inc,N/A,698.0%,0,N/A,N/A,$0.00,$128.66,0,N/A,,$7.90,4.26
CMPR,Cimpress plc,Communication Services,"5,317.0%",0,N/A,N/A,$0.00,"$1,399.58",N/A,0.0%,,$55.74,18
CMRE,Costamare Inc,Industrials,932.0%,0.04850915664,0.0%,2.8%,$0.45,"$1,143.43",2,10.1%,,$12.08,7.71
CMRX,Chimerix Inc,Healthcare,131.0%,0,N/A,N/A,$0.00,$116.04,1,0.0%,,$2.90,1.09
CMTG,Claros Mortgage Trust Inc,N/A,"1,085.0%",0.1637466529,N/A,N/A,$1.78,"$1,501.38",0,N/A,,$17.82,10.08
CMTL,Comtech Telecommunications Corp.,Technology,912.0%,0.03278693929,N/A,N/A,$0.30,$254.30,N/A,N/A,,$16.87,8.31
CNDT,Conduent Inc,Technology,317.0%,0,N/A,N/A,$0.00,$692.46,N/A,0.0%,,$4.95,2.7
CNK,Cinemark Holdings Inc,Communication Services,"1,620.0%",0,N/A,N/A,$0.00,"$1,969.57",N/A,0.0%,,$19.76,8.28
CNMD,Conmed Corp.,Healthcare,"13,200.0%",0.006043804792,0.0%,0.0%,$0.80,"$4,035.94",N/A,N/A,,$138.47,70.67
CNNE,Cannae Holdings Inc,Consumer Cyclical,"1,950.0%",0,N/A,N/A,$0.00,"$1,491.55",0,N/A,,$25.74,17.35
CNO,CNO Financial Group Inc,Financial Services,"2,219.0%",0.02545857657,7.1%,8.4%,$0.56,"$2,541.94",9,23.2%,,$26.04,16.14
CNOB,ConnectOne Bancorp Inc.,Financial Services,"1,664.0%",0.03718853979,9.7%,17.8%,$0.62,$651.94,6,21.6%,1.0,$27.45,12.79
CNS,Cohen & Steers Inc.,Financial Services,"5,541.0%",0.04114780726,3.6%,9.6%,$2.20,"$2,721.59",17,66.1%,,$77.42,50.46
CNSL,Consolidated Communications Holdings Inc,Communication Services,354.0%,0,N/A,N/A,$0.00,$412.94,2,0.0%,,$7.66,2.1
CNTY,Century Casinos Inc.,Consumer Cyclical,699.0%,0,N/A,N/A,$0.00,$212.04,33,0.0%,,$10.41,6.1
CNX,CNX Resources Corp,Energy,"1,670.0%",0,N/A,N/A,$0.00,"$2,765.11",2,0.0%,,$19.76,14.36
CNXN,"PC Connection, Inc.",Technology,"4,422.0%",0.003611356256,N/A,N/A,$0.16,"$1,162.00",14,5.2%,0.7,$56.01,37.62
COCO,Vita Coco Company Inc (The),N/A,"2,826.0%",0,N/A,N/A,$0.00,"$1,591.41",0,N/A,,$29.70,7.39
CODI,Compass Diversified Holdings,Industrials,"2,065.0%",0.04842615012,0.0%,-7.0%,$0.98,"$1,485.72",24,112.4%,,$24.15,15.92
COGT,Cogent Biosciences Inc,N/A,"1,209.0%",0,N/A,N/A,$0.00,$857.75,0,N/A,,$18.07,8.62
COHU,"Cohu, Inc.",Technology,"3,946.0%",0,N/A,N/A,$0.00,"$1,866.46",21,0.0%,,$41.00,24.06
COKE,Coca-Cola Consolidated Inc,Consumer Defensive,"65,407.0%",0.002289691222,100.0%,14.9%,$1.50,"$5,473.91",12,3.1%,0.9,$694.20,403.7
COLL,Collegium Pharmaceutical Inc,Healthcare,"2,273.0%",0,N/A,N/A,$0.00,$786.34,N/A,0.0%,,$30.22,15.4
COMM,CommScope Holding Company Inc,Technology,470.0%,0,N/A,N/A,$0.00,$986.01,N/A,0.0%,,$13.73,3.97
COMP,Compass Inc,N/A,307.0%,0,N/A,N/A,$0.00,"$1,415.73",N/A,0.0%,,$5.16,1.84
CONN,Conns Inc,Consumer Cyclical,396.0%,0,N/A,N/A,$0.00,$95.97,N/A,0.0%,,$12.79,3.07
COOK,Traeger Inc,N/A,413.0%,0,N/A,N/A,$0.00,$511.75,0,N/A,,$5.45,2.48
COOP,Mr. Cooper Group Inc,Financial Services,"4,830.0%",0,N/A,N/A,$0.00,"$3,286.98",11,0.0%,,$49.94,35.86
CORT,Corcept Therapeutics Inc,Healthcare,"2,186.0%",0,N/A,N/A,$0.00,"$2,220.54",23,0.0%,,$30.14,17.86
COUR,Coursera Inc,N/A,"1,266.0%",0,N/A,N/A,$0.00,"$1,908.10",0,N/A,,$17.59,9.81
CPE,Callon Petroleum Co.,Energy,"3,201.0%",0,N/A,N/A,$0.00,"$1,980.45",1,0.0%,,$50.19,28.91
CPF,Central Pacific Financial Corp.,Financial Services,"1,607.0%",0.06415509968,0.0%,4.4%,$1.03,$442.76,6,40.0%,,$24.27,13.22
CPK,Chesapeake Utilities Corp,Utilities,"12,031.0%",0.01961599202,10.3%,9.8%,$2.18,"$2,140.30",24,43.5%,,$136.06,104.38
CPRX,Catalyst Pharmaceuticals Inc,Healthcare,"1,315.0%",0,N/A,N/A,$0.00,"$1,394.91",14,0.0%,,$22.11,6.63
CPSI,Computer Programs & Systems Inc,Healthcare,"2,475.0%",0,N/A,N/A,$0.00,$359.58,34,0.0%,,$34.47,22.06
CPSS,"Consumer Portfolio Service, Inc.",Financial Services,"1,162.0%",0,N/A,N/A,$0.00,$241.44,0,N/A,,$14.38,4.64
CPTN,Cepton Inc,N/A,50.2%,0,N/A,N/A,$0.00,$78.80,0,N/A,,$2.76,0.3197
CRAI,CRA International Inc.,Industrials,"9,928.0%",0.01389180261,16.1%,16.2%,$1.38,$697.56,17,24.5%,0.6,$126.72,80.58
CRBU,Caribou Biosciences Inc,N/A,433.0%,0,N/A,N/A,$0.00,$265.70,0,N/A,,$13.19,3.99
CRC,California Resources Corporation,Energy,"4,249.0%",0.02372548129,N/A,N/A,$1.01,"$2,997.63",0,N/A,,$50.25,33.77
CRDA,Crawford & Co.,N/A,760.0%,0,N/A,N/A,$0.24,$359.51,0,N/A,0.4,NaN,NaN
CRDO,Credo Technology Group Holding Ltd,N/A,"1,744.0%",0,N/A,N/A,$0.00,"$2,580.91",0,N/A,,$19.46,7.2
CRGE,Charge Enterprises Inc,Utilities,95.1%,0,N/A,N/A,$0.00,$202.31,0,N/A,,$5.64,0.7677
CRGY,Crescent Energy Company,N/A,994.0%,0.06203227014,N/A,N/A,$0.62,$480.71,0,N/A,,$17.32,9.17
CRK,"Comstock Resources, Inc.",Energy,"1,038.0%",0.03568552636,N/A,N/A,$0.37,"$2,880.56",2,7.8%,,$21.20,9.07
CRMT,"Americas Car Mart, Inc.",Consumer Cyclical,"9,458.0%",0,N/A,N/A,$0.00,$602.48,14,0.0%,,$127.05,52.24
CRNC,Cerence Inc,Technology,"2,824.5%",0,N/A,N/A,$0.00,"$1,138.53",N/A,0.0%,,$36.79,12.82
CRNX,Crinetics Pharmaceuticals Inc,Healthcare,"1,851.0%",0,N/A,N/A,$0.00,"$1,000.02",0,N/A,,$24.58,15.23
CROX,Crocs Inc,Consumer Cyclical,"10,601.0%",0,N/A,N/A,$0.00,"$6,575.32",11,0.0%,,$151.32,46.08
CRS,Carpenter Technology Corp.,Industrials,"5,143.0%",0.01545809133,0.0%,0.0%,$0.80,"$2,496.94",124,193.0%,,$54.89,24.3
CRSR,Corsair Gaming Inc,N/A,"1,720.0%",0,N/A,N/A,$0.00,"$1,755.44",N/A,0.0%,,$20.72,10.96
CRVL,Corvel Corp.,Financial Services,"20,024.0%",0,N/A,N/A,$0.00,"$3,438.02",52,0.0%,,$221.82,132.48
CSGS,CSG Systems International Inc.,Technology,"5,123.0%",0.02101808284,5.7%,5.9%,$1.08,"$1,623.10",28,56.7%,0.8,$64.85,46.51
CSR,Centerspace,N/A,"5,805.0%",0.04934076152,N/A,N/A,$2.86,$868.45,27,145.4%,,$86.72,50.55
CSTE,Caesarstone Ltd,Industrials,530.0%,0.04716981132,N/A,N/A,$0.25,$182.89,N/A,N/A,,$10.67,3.51
CSTL,Castle Biosciences Inc,Healthcare,"1,272.0%",0,N/A,N/A,$0.00,$339.51,0,N/A,,$36.10,9.26
CSTM,Constellium SE,Basic Materials,"1,609.0%",0,N/A,N/A,$0.00,"$2,321.81",0,N/A,,$16.96,9.82
CSTR,CapStar Financial Holdings Inc,Financial Services,"1,299.0%",0.03102066143,N/A,N/A,$0.40,$273.34,8,25.3%,0.6,$21.36,11.02
CSV,"Carriage Services, Inc.",Consumer Cyclical,"2,713.0%",0.01648633534,0.0%,8.4%,$0.45,$405.17,12,20.5%,,$43.83,22.43
CSWI,CSW Industrials Inc,Industrials,"15,974.0%",0.004368985527,N/A,N/A,$0.70,"$2,477.57",26,11.3%,0.9,$164.89,98.51
CTBI,"Community Trust Bancorp, Inc.",Financial Services,"3,659.0%",0.04810057393,10.0%,4.1%,$1.72,$658.02,8,37.6%,0.7,$46.01,31.94
CTIC,CTI BioPharma Corp,Healthcare,909.0%,0,N/A,N/A,$0.00,"$1,198.79",N/A,0.0%,,$9.10,4.01
CTKB,Cytek BioSciences Inc,N/A,803.0%,0,N/A,N/A,$0.00,"$1,089.40",0,N/A,,$16.05,6.45
CTLP,Cantaloupe Inc,N/A,771.0%,0,N/A,N/A,$0.00,$559.12,0,N/A,,$7.80,2.77
CTO,CTO Realty Growth Inc,Real Estate,"1,612.0%",0.09429280397,-66.1%,36.6%,$1.47,$365.95,N/A,N/A,,$21.23,15.35
CTOS,Custom Truck One Source Inc,N/A,665.0%,0,N/A,N/A,$0.00,"$1,636.47",0,N/A,,$7.64,4.76
CTRE,CareTrust REIT Inc,Real Estate,"1,938.0%",0.05779153767,1.8%,6.4%,$0.26,"$1,927.83",35,46.9%,0.1,$21.47,15.75
CTRN,Citi Trends Inc,Consumer Cyclical,"1,763.0%",0,N/A,N/A,$0.00,$146.56,7,0.0%,,$35.24,14.21
CTS,CTS Corp.,Technology,"4,133.0%",0.002900748653,N/A,N/A,$0.12,"$1,303.55",23,6.7%,,$49.59,32.36
CTV,Innovid Corp,N/A,103.0%,0,N/A,N/A,$0.00,$141.31,0,N/A,,$4.40,0.75
CUBI,Customers Bancorp Inc,Financial Services,"2,823.0%",0,N/A,N/A,$0.00,$882.19,5,0.0%,,$41.08,6.87
CURO,CURO Group Holdings Corp,Financial Services,145.0%,0.07586206855,N/A,N/A,$0.11,$59.41,N/A,N/A,,$8.06,1
CURV,Torrid Holdings Inc,N/A,266.0%,0,N/A,N/A,$0.00,$276.29,0,N/A,,$8.29,2.05
CUTR,Cutera Inc,Healthcare,"1,474.0%",0,N/A,N/A,$0.00,$292.37,N/A,0.0%,,$54.04,13.21
CVBF,CVB Financial Corp.,Financial Services,"1,297.0%",0.05948871481,11.1%,7.4%,$0.77,"$1,806.59",7,43.1%,0.5,$28.33,10.66
CVCO,Cavco Industries Inc,Consumer Cyclical,"27,650.0%",0,N/A,N/A,$0.00,"$2,398.69",10,0.0%,,$318.00,189.42
CVGW,"Calavo Growers, Inc",Consumer Defensive,"3,208.0%",0.01204310806,N/A,N/A,$0.39,$570.52,N/A,N/A,,$44.95,22.55
CVI,CVR Energy Inc,Energy,"2,727.0%",0.06415375405,-50.0%,-7.8%,$1.75,"$2,741.47",5,31.2%,,$39.86,22.6
CVLG,Covenant Logistics Group Inc,N/A,"4,165.0%",0.009070443491,N/A,N/A,$0.38,$440.14,4,5.4%,0.9,$42.87,23.9
CVLT,Commvault Systems Inc,Technology,"7,135.0%",0,N/A,N/A,$0.00,"$3,139.40",N/A,0.0%,,$72.44,50.26
CVT,Cvent Holding Corp,N/A,852.0%,0,N/A,N/A,$0.00,$0.00,0,N/A,,NaN,NaN
CWEN,Clearway Energy Inc,Utilities,"2,856.0%",0.05357142857,8.0%,3.6%,$1.46,"$3,295.48",5,27.8%,,$39.94,28.38
CWENA,Clearway Energy Inc,N/A,"2,944.0%",0,N/A,N/A,$1.36,"$3,649.02",0,N/A,0.7,NaN,NaN
CWH,Camping World Holdings Inc,Consumer Cyclical,"2,762.0%",0.0905141202,0.0%,53.6%,$2.41,"$1,229.09",13,133.9%,,$30.90,18.29
CWK,Cushman & Wakefield plc,Real Estate,774.0%,0,N/A,N/A,$0.00,"$1,757.46",24,0.0%,,$17.00,7.16
CWST,"Casella Waste Systems, Inc.",Industrials,"8,563.0%",0,N/A,N/A,$0.00,"$4,358.39",83,0.0%,,$95.78,69.18
CWT,California Water Service Group,Utilities,"5,028.0%",0.02068416866,4.0%,6.8%,$1.01,"$2,815.23",39,76.2%,,$65.55,50.18
CXW,CoreCivic Inc,Real Estate,945.0%,0,N/A,N/A,$0.00,"$1,074.06",9,0.0%,,$13.50,7.84
CYH,"Community Health Systems, Inc.",Healthcare,377.0%,0,N/A,N/A,$0.00,$515.52,N/A,0.0%,,$8.01,1.88
CYRX,CryoPort Inc,Industrials,"1,811.0%",0,N/A,N/A,$0.00,$824.83,0,N/A,,$45.36,15.63
CYTK,Cytokinetics Inc,Healthcare,"3,522.0%",0,N/A,N/A,$0.00,"$3,368.46",N/A,0.0%,,$55.80,32.96
CZNC,Citizens & Northern Corp,Financial Services,"1,927.0%",0.05636933391,0.0%,0.7%,$1.09,$296.01,11,65.0%,0.5,$24.45,16.71
DAN,Dana Inc,Consumer Cyclical,"1,576.0%",0.02505085285,N/A,N/A,$0.39,"$2,274.64",N/A,N/A,,$19.04,10.89
